MonthlyIncome,FederalMonthlyTax,StateMonthlyTax
111850,37593.21,5736.9
111900,37611.71,5739.49
111950,37630.21,5742.09
112000,37648.71,5744.68
112050,37667.21,5747.28
112100,37685.71,5749.87
112150,37704.21,5752.47
112200,37722.71,5755.06
112250,37741.21,5757.66
112300,37759.71,5760.25
112350,37778.21,5762.85
112400,37796.71,5765.44
112450,37815.21,5768.04
112500,37833.71,5770.63
112550,37852.21,5773.23
112600,37870.71,5775.82
112650,37889.21,5778.42
112700,37907.71,5781.01
112750,37926.21,5783.61
112800,37944.71,5786.2
112850,37963.21,5788.8
112900,37981.71,5791.39
112950,38000.21,5793.99
113000,38018.71,5796.58
113050,38037.21,5799.18
113100,38055.71,5801.77
113150,38074.21,5804.37
113200,38092.71,5806.96
113250,38111.21,5809.56
113300,38129.71,5812.15
113350,38148.21,5814.75
113400,38166.71,5817.34
113450,38185.21,5819.94
113500,38203.71,5822.53
113550,38222.21,5825.13
113600,38240.71,5827.72
113650,38259.21,5830.32
113700,38277.71,5832.91
113750,38296.21,5835.51
113800,38314.71,5838.1
113850,38333.21,5840.7
113900,38351.71,5843.29
113950,38370.21,5845.89
114000,38388.71,5848.48
114050,38407.21,5851.08
114100,38425.71,5853.67
114150,38444.21,5856.27
114200,38462.71,5858.86
114250,38481.21,5861.46
114300,38499.71,5864.05
114350,38518.21,5866.65
114400,38536.71,5869.24
114450,38555.21,5871.84
114500,38573.71,5874.43
114550,38592.21,5877.03
114600,38610.71,5879.62
114650,38629.21,5882.22
114700,38647.71,5884.81
114750,38666.21,5887.41
114800,38684.71,5890.0
114850,38703.21,5892.6
114900,38721.71,5895.19
114950,38740.21,5897.79
115000,38758.71,5900.38
115050,38777.21,5902.98
115100,38795.71,5905.57
115150,38814.21,5908.17
115200,38832.71,5910.76
115250,38851.21,5913.36
115300,38869.71,5915.95
115350,38888.21,5918.55
115400,38906.71,5921.14
115450,38925.21,5923.74
115500,38943.71,5926.33
115550,38962.21,5928.93
115600,38980.71,5931.52
115650,38999.21,5934.12
115700,39017.71,5936.71
115750,39036.21,5939.31
115800,39054.71,5941.9
115850,39073.21,5944.5
115900,39091.71,5947.09
115950,39110.21,5949.69
116000,39128.71,5952.28
116050,39147.21,5954.88
116100,39165.71,5957.47
116150,39184.21,5960.07
116200,39202.71,5962.66
116250,39221.21,5965.26
116300,39239.71,5967.85
116350,39258.21,5970.45
116400,39276.71,5973.04
116450,39295.21,5975.64
116500,39313.71,5978.23
116550,39332.21,5980.83
116600,39350.71,5983.42
116650,39369.21,5986.02
116700,39387.71,5988.61
116750,39406.21,5991.21
116800,39424.71,5993.8
116850,39443.21,5996.4
116900,39461.71,5998.99
116950,39480.21,6001.59
117000,39498.71,6004.18
117050,39517.21,6006.78
117100,39535.71,6009.37
117150,39554.21,6011.97
117200,39572.71,6014.56
117250,39591.21,6017.16
117300,39609.71,6019.75
117350,39628.21,6022.35
117400,39646.71,6024.94
117450,39665.21,6027.54
117500,39683.71,6030.13
117550,39702.21,6032.73
117600,39720.71,6035.32
117650,39739.21,6037.92
117700,39757.71,6040.51
117750,39776.21,6043.11
117800,39794.71,6045.7
117850,39813.21,6048.3
117900,39831.71,6050.89
117950,39850.21,6053.49
118000,39868.71,6056.08
118050,39887.21,6058.68
118100,39905.71,6061.27
118150,39924.21,6063.87
118200,39942.71,6066.46
118250,39961.21,6069.06
118300,39979.71,6071.65
118350,39998.21,6074.25
118400,40016.71,6076.84
118450,40035.21,6079.44
118500,40053.71,6082.03
118550,40072.21,6084.63
118600,40090.71,6087.22
118650,40109.21,6089.82
118700,40127.71,6092.41
118750,40146.21,6095.01
118800,40164.71,6097.6
118850,40183.21,6100.2
118900,40201.71,6102.79
118950,40220.21,6105.39
119000,40238.71,6107.98
119050,40257.21,6110.58
119100,40275.71,6113.17
119150,40294.21,6115.77
119200,40312.71,6118.36
119250,40331.21,6120.96
119300,40349.71,6123.55
119350,40368.21,6126.15
119400,40386.71,6128.74
119450,40405.21,6131.34
119500,40423.71,6133.93
119550,40442.21,6136.53
119600,40460.71,6139.12
119650,40479.21,6141.72
119700,40497.71,6144.31
119750,40516.21,6146.91
119800,40534.71,6149.5
119850,40553.21,6152.1
119900,40571.71,6154.69
119950,40590.21,6157.29
120000,40608.71,6159.88
120050,40627.21,6162.48
120100,40645.71,6165.07
120150,40664.21,6167.67
120200,40682.71,6170.26
120250,40701.21,6172.86
120300,40719.71,6175.45
120350,40738.21,6178.05
120400,40756.71,6180.64
120450,40775.21,6183.24
120500,40793.71,6185.83
120550,40812.21,6188.43
120600,40830.71,6191.02
120650,40849.21,6193.62
120700,40867.71,6196.21
120750,40886.21,6198.81
120800,40904.71,6201.4
120850,40923.21,6204.0
120900,40941.71,6206.59
120950,40960.21,6209.19
121000,40978.71,6211.78
121050,40997.21,6214.38
121100,41015.71,6216.97
121150,41034.21,6219.57
121200,41052.71,6222.16
121250,41071.21,6224.76
121300,41089.71,6227.35
121350,41108.21,6229.95
121400,41126.71,6232.54
121450,41145.21,6235.14
121500,41163.71,6237.73
121550,41182.21,6240.33
121600,41200.71,6242.92
121650,41219.21,6245.52
121700,41237.71,6248.11
121750,41256.21,6250.71
121800,41274.71,6253.3
121850,41293.21,6255.9
121900,41311.71,6258.49
121950,41330.21,6261.09
122000,41348.71,6263.68
122050,41367.21,6266.28
122100,41385.71,6268.87
122150,41404.21,6271.47
122200,41422.71,6274.06
122250,41441.21,6276.66
122300,41459.71,6279.25
122350,41478.21,6281.85
122400,41496.71,6284.44
122450,41515.21,6287.04
122500,41533.71,6289.63
122550,41552.21,6292.23
122600,41570.71,6294.82
122650,41589.21,6297.42
122700,41607.71,6300.01
122750,41626.21,6302.61
122800,41644.71,6305.2
122850,41663.21,6307.8
122900,41681.71,6310.39
122950,41700.21,6312.99
123000,41718.71,6315.58
123050,41737.21,6318.18
123100,41755.71,6320.77
123150,41774.21,6323.37
123200,41792.71,6325.96
123250,41811.21,6328.56
123300,41829.71,6331.15
123350,41848.21,6333.75
123400,41866.71,6336.34
123450,41885.21,6338.94
123500,41903.71,6341.53
123550,41922.21,6344.13
123600,41940.71,6346.72
123650,41959.21,6349.32
123700,41977.71,6351.91
123750,41996.21,6354.51
123800,42014.71,6357.1
123850,42033.21,6359.7
123900,42051.71,6362.29
123950,42070.21,6364.89
124000,42088.71,6367.48
124050,42107.21,6370.08
124100,42125.71,6372.67
124150,42144.21,6375.27
124200,42162.71,6377.86
124250,42181.21,6380.46
124300,42199.71,6383.05
124350,42218.21,6385.65
124400,42236.71,6388.24
124450,42255.21,6390.84
124500,42273.71,6393.43
124550,42292.21,6396.03
124600,42310.71,6398.62
124650,42329.21,6401.22
124700,42347.71,6403.81
124750,42366.21,6406.41
124800,42384.71,6409.0
124850,42403.21,6411.6
124900,42421.71,6414.19
124950,42440.21,6416.79
125000,42458.71,6419.38
125050,42477.21,6421.98
125100,42495.71,6424.57
125150,42514.21,6427.17
125200,42532.71,6429.76
125250,42551.21,6432.36
125300,42569.71,6434.95
125350,42588.21,6437.55
125400,42606.71,6440.14
125450,42625.21,6442.74
125500,42643.71,6445.33
125550,42662.21,6447.93
125600,42680.71,6450.52
125650,42699.21,6453.12
125700,42717.71,6455.71
125750,42736.21,6458.31
125800,42754.71,6460.9
125850,42773.21,6463.5
125900,42791.71,6466.09
125950,42810.21,6468.69
126000,42828.71,6471.28
126050,42847.21,6473.88
126100,42865.71,6476.47
126150,42884.21,6479.07
126200,42902.71,6481.66
126250,42921.21,6484.26
126300,42939.71,6486.85
126350,42958.21,6489.45
126400,42976.71,6492.04
126450,42995.21,6494.64
126500,43013.71,6497.23
126550,43032.21,6499.83
126600,43050.71,6502.42
126650,43069.21,6505.02
126700,43087.71,6507.61
126750,43106.21,6510.21
126800,43124.71,6512.8
126850,43143.21,6515.4
126900,43161.71,6517.99
126950,43180.21,6520.59
127000,43198.71,6523.18
127050,43217.21,6525.78
127100,43235.71,6528.37
127150,43254.21,6530.97
127200,43272.71,6533.56
127250,43291.21,6536.16
127300,43309.71,6538.75
127350,43328.21,6541.35
127400,43346.71,6543.94
127450,43365.21,6546.54
127500,43383.71,6549.13
127550,43402.21,6551.73
127600,43420.71,6554.32
127650,43439.21,6556.92
127700,43457.71,6559.51
127750,43476.21,6562.11
127800,43494.71,6564.7
127850,43513.21,6567.3
127900,43531.71,6569.89
127950,43550.21,6572.49
128000,43568.71,6575.08
128050,43587.21,6577.68
128100,43605.71,6580.27
128150,43624.21,6582.87
128200,43642.71,6585.46
128250,43661.21,6588.06
128300,43679.71,6590.65
128350,43698.21,6593.25
128400,43716.71,6595.84
128450,43735.21,6598.44
128500,43753.71,6601.03
128550,43772.21,6603.63
128600,43790.71,6606.22
128650,43809.21,6608.82
128700,43827.71,6611.41
128750,43846.21,6614.01
128800,43864.71,6616.6
128850,43883.21,6619.2
128900,43901.71,6621.79
128950,43920.21,6624.39
129000,43938.71,6626.98
129050,43957.21,6629.58
129100,43975.71,6632.17
129150,43994.21,6634.77
129200,44012.71,6637.36
129250,44031.21,6639.96
129300,44049.71,6642.55
129350,44068.21,6645.15
129400,44086.71,6647.74
129450,44105.21,6650.34
129500,44123.71,6652.93
129550,44142.21,6655.53
129600,44160.71,6658.12
129650,44179.21,6660.72
129700,44197.71,6663.31
129750,44216.21,6665.91
129800,44234.71,6668.5
129850,44253.21,6671.1
129900,44271.71,6673.69
129950,44290.21,6676.29
130000,44308.71,6678.88
130050,44327.21,6681.48
130100,44345.71,6684.07
130150,44364.21,6686.67
130200,44382.71,6689.26
130250,44401.21,6691.86
130300,44419.71,6694.45
130350,44438.21,6697.05
130400,44456.71,6699.64
130450,44475.21,6702.24
130500,44493.71,6704.83
130550,44512.21,6707.43
130600,44530.71,6710.02
130650,44549.21,6712.62
130700,44567.71,6715.21
130750,44586.21,6717.81
130800,44604.71,6720.4
130850,44623.21,6723.0
130900,44641.71,6725.59
130950,44660.21,6728.19
131000,44678.71,6730.78
131050,44697.21,6733.38
131100,44715.71,6735.97
131150,44734.21,6738.57
131200,44752.71,6741.16
131250,44771.21,6743.76
131300,44789.71,6746.35
131350,44808.21,6748.95
131400,44826.71,6751.54
131450,44845.21,6754.14
131500,44863.71,6756.73
131550,44882.21,6759.33
131600,44900.71,6761.92
131650,44919.21,6764.52
131700,44937.71,6767.11
131750,44956.21,6769.71
131800,44974.71,6772.3
131850,44993.21,6774.9
131900,45011.71,6777.49
131950,45030.21,6780.09
132000,45048.71,6782.68
132050,45067.21,6785.28
132100,45085.71,6787.87
132150,45104.21,6790.47
132200,45122.71,6793.06
132250,45141.21,6795.66
132300,45159.71,6798.25
132350,45178.21,6800.85
132400,45196.71,6803.44
132450,45215.21,6806.04
132500,45233.71,6808.63
132550,45252.21,6811.23
132600,45270.71,6813.82
132650,45289.21,6816.42
132700,45307.71,6819.01
132750,45326.21,6821.61
132800,45344.71,6824.2
132850,45363.21,6826.8
132900,45381.71,6829.39
132950,45400.21,6831.99
133000,45418.71,6834.58
133050,45437.21,6837.18
133100,45455.71,6839.77
133150,45474.21,6842.37
133200,45492.71,6844.96
133250,45511.21,6847.56
133300,45529.71,6850.15
133350,45548.21,6852.75
133400,45566.71,6855.34
133450,45585.21,6857.94
133500,45603.71,6860.53
133550,45622.21,6863.13
133600,45640.71,6865.72
133650,45659.21,6868.32
133700,45677.71,6870.91
133750,45696.21,6873.51
133800,45714.71,6876.1
133850,45733.21,6878.7
133900,45751.71,6881.29
133950,45770.21,6883.89
134000,45788.71,6886.48
134050,45807.21,6889.08
134100,45825.71,6891.67
134150,45844.21,6894.27
134200,45862.71,6896.86
134250,45881.21,6899.46
134300,45899.71,6902.05
134350,45918.21,6904.65
134400,45936.71,6907.24
134450,45955.21,6909.84
134500,45973.71,6912.43
134550,45992.21,6915.03
134600,46010.71,6917.62
134650,46029.21,6920.22
134700,46047.71,6922.81
134750,46066.21,6925.41
134800,46084.71,6928.0
134850,46103.21,6930.6
134900,46121.71,6933.19
134950,46140.21,6935.79
135000,46158.71,6938.38
135050,46177.21,6940.98
135100,46195.71,6943.57
135150,46214.21,6946.17
135200,46232.71,6948.76
135250,46251.21,6951.36
135300,46269.71,6953.95
135350,46288.21,6956.55
135400,46306.71,6959.14
135450,46325.21,6961.74
135500,46343.71,6964.33
135550,46362.21,6966.93
135600,46380.71,6969.52
135650,46399.21,6972.12
135700,46417.71,6974.71
135750,46436.21,6977.31
135800,46454.71,6979.9
135850,46473.21,6982.5
135900,46491.71,6985.09
135950,46510.21,6987.69
136000,46528.71,6990.28
136050,46547.21,6992.88
136100,46565.71,6995.47
136150,46584.21,6998.07
136200,46602.71,7000.66
136250,46621.21,7003.26
136300,46639.71,7005.85
136350,46658.21,7008.45
136400,46676.71,7011.04
136450,46695.21,7013.64
136500,46713.71,7016.23
136550,46732.21,7018.83
136600,46750.71,7021.42
136650,46769.21,7024.02
136700,46787.71,7026.61
136750,46806.21,7029.21
136800,46824.71,7031.8
136850,46843.21,7034.4
136900,46861.71,7036.99
136950,46880.21,7039.59
137000,46898.71,7042.18
137050,46917.21,7044.78
137100,46935.71,7047.37
137150,46954.21,7049.97
137200,46972.71,7052.56
137250,46991.21,7055.16
137300,47009.71,7057.75
137350,47028.21,7060.35
137400,47046.71,7062.94
137450,47065.21,7065.54
137500,47083.71,7068.13
137550,47102.21,7070.73
137600,47120.71,7073.32
137650,47139.21,7075.92
137700,47157.71,7078.51
137750,47176.21,7081.11
137800,47194.71,7083.7
137850,47213.21,7086.3
137900,47231.71,7088.89
137950,47250.21,7091.49
138000,47268.71,7094.08
138050,47287.21,7096.68
138100,47305.71,7099.27
138150,47324.21,7101.87
138200,47342.71,7104.46
138250,47361.21,7107.06
138300,47379.71,7109.65
138350,47398.21,7112.25
138400,47416.71,7114.84
138450,47435.21,7117.44
138500,47453.71,7120.03
138550,47472.21,7122.63
138600,47490.71,7125.22
138650,47509.21,7127.82
138700,47527.71,7130.41
138750,47546.21,7133.01
138800,47564.71,7135.6
138850,47583.21,7138.2
138900,47601.71,7140.79
138950,47620.21,7143.39
139000,47638.71,7145.98
139050,47657.21,7148.58
139100,47675.71,7151.17
139150,47694.21,7153.77
139200,47712.71,7156.36
139250,47731.21,7158.96
139300,47749.71,7161.55
139350,47768.21,7164.15
139400,47786.71,7166.74
139450,47805.21,7169.34
139500,47823.71,7171.93
139550,47842.21,7174.53
139600,47860.71,7177.12
139650,47879.21,7179.72
139700,47897.71,7182.31
139750,47916.21,7184.91
139800,47934.71,7187.5
139850,47953.21,7190.1
139900,47971.71,7192.69
139950,47990.21,7195.29
140000,48008.71,7197.88
140050,48027.21,7200.48
140100,48045.71,7203.07
140150,48064.21,7205.67
140200,48082.71,7208.26
140250,48101.21,7210.86
140300,48119.71,7213.45
140350,48138.21,7216.05
140400,48156.71,7218.64
140450,48175.21,7221.24
140500,48193.71,7223.83
140550,48212.21,7226.43
140600,48230.71,7229.02
140650,48249.21,7231.62
140700,48267.71,7234.21
140750,48286.21,7236.81
140800,48304.71,7239.4
140850,48323.21,7242.0
140900,48341.71,7244.59
140950,48360.21,7247.19
141000,48378.71,7249.78
141050,48397.21,7252.38
141100,48415.71,7254.97
141150,48434.21,7257.57
141200,48452.71,7260.16
141250,48471.21,7262.76
141300,48489.71,7265.35
141350,48508.21,7267.95
141400,48526.71,7270.54
141450,48545.21,7273.14
141500,48563.71,7275.73
141550,48582.21,7278.33
141600,48600.71,7280.92
141650,48619.21,7283.52
141700,48637.71,7286.11
141750,48656.21,7288.71
141800,48674.71,7291.3
141850,48693.21,7293.9
141900,48711.71,7296.49
141950,48730.21,7299.09
142000,48748.71,7301.68
142050,48767.21,7304.28
142100,48785.71,7306.87
142150,48804.21,7309.47
142200,48822.71,7312.06
142250,48841.21,7314.66
142300,48859.71,7317.25
142350,48878.21,7319.85
142400,48896.71,7322.44
142450,48915.21,7325.04
142500,48933.71,7327.63
142550,48952.21,7330.23
142600,48970.71,7332.82
142650,48989.21,7335.42
142700,49007.71,7338.01
142750,49026.21,7340.61
142800,49044.71,7343.2
142850,49063.21,7345.8
142900,49081.71,7348.39
142950,49100.21,7350.99
143000,49118.71,7353.58
143050,49137.21,7356.18
143100,49155.71,7358.77
143150,49174.21,7361.37
143200,49192.71,7363.96
143250,49211.21,7366.56
143300,49229.71,7369.15
143350,49248.21,7371.75
143400,49266.71,7374.34
143450,49285.21,7376.94
143500,49303.71,7379.53
143550,49322.21,7382.13
143600,49340.71,7384.72
143650,49359.21,7387.32
143700,49377.71,7389.91
143750,49396.21,7392.51
143800,49414.71,7395.1
143850,49433.21,7397.7
143900,49451.71,7400.29
143950,49470.21,7402.89
144000,49488.71,7405.48
144050,49507.21,7408.08
144100,49525.71,7410.67
144150,49544.21,7413.27
144200,49562.71,7415.86
144250,49581.21,7418.46
144300,49599.71,7421.05
144350,49618.21,7423.65
144400,49636.71,7426.24
144450,49655.21,7428.84
144500,49673.71,7431.43
144550,49692.21,7434.03
144600,49710.71,7436.62
144650,49729.21,7439.22
144700,49747.71,7441.81
144750,49766.21,7444.41
144800,49784.71,7447.0
144850,49803.21,7449.6
144900,49821.71,7452.19
144950,49840.21,7454.79
145000,49858.71,7457.38
145050,49877.21,7459.98
145100,49895.71,7462.57
145150,49914.21,7465.17
145200,49932.71,7467.76
145250,49951.21,7470.36
145300,49969.71,7472.95
145350,49988.21,7475.55
145400,50006.71,7478.14
145450,50025.21,7480.74
145500,50043.71,7483.33
145550,50062.21,7485.93
145600,50080.71,7488.52
145650,50099.21,7491.12
145700,50117.71,7493.71
145750,50136.21,7496.31
145800,50154.71,7498.9
145850,50173.21,7501.5
145900,50191.71,7504.09
145950,50210.21,7506.69
146000,50228.71,7509.28
146050,50247.21,7511.88
146100,50265.71,7514.47
146150,50284.21,7517.07
146200,50302.71,7519.66
146250,50321.21,7522.26
146300,50339.71,7524.85
146350,50358.21,7527.45
146400,50376.71,7530.04
146450,50395.21,7532.64
146500,50413.71,7535.23
146550,50432.21,7537.83
146600,50450.71,7540.42
146650,50469.21,7543.02
146700,50487.71,7545.61
146750,50506.21,7548.21
146800,50524.71,7550.8
146850,50543.21,7553.4
146900,50561.71,7555.99
146950,50580.21,7558.59
147000,50598.71,7561.18
147050,50617.21,7563.78
147100,50635.71,7566.37
147150,50654.21,7568.97
147200,50672.71,7571.56
147250,50691.21,7574.16
147300,50709.71,7576.75
147350,50728.21,7579.35
147400,50746.71,7581.94
147450,50765.21,7584.54
147500,50783.71,7587.13
147550,50802.21,7589.73
147600,50820.71,7592.32
147650,50839.21,7594.92
147700,50857.71,7597.51
147750,50876.21,7600.11
147800,50894.71,7602.7
147850,50913.21,7605.3
147900,50931.71,7607.89
147950,50950.21,7610.49
148000,50968.71,7613.08
148050,50987.21,7615.68
148100,51005.71,7618.27
148150,51024.21,7620.87
148200,51042.71,7623.46
148250,51061.21,7626.06
148300,51079.71,7628.65
148350,51098.21,7631.25
148400,51116.71,7633.84
148450,51135.21,7636.44
148500,51153.71,7639.03
148550,51172.21,7641.63
148600,51190.71,7644.22
148650,51209.21,7646.82
148700,51227.71,7649.41
148750,51246.21,7652.01
148800,51264.71,7654.6
148850,51283.21,7657.2
148900,51301.71,7659.79
148950,51320.21,7662.39
149000,51338.71,7664.98
149050,51357.21,7667.58
149100,51375.71,7670.17
149150,51394.21,7672.77
149200,51412.71,7675.36
149250,51431.21,7677.96
149300,51449.71,7680.55
149350,51468.21,7683.15
149400,51486.71,7685.74
149450,51505.21,7688.34
149500,51523.71,7690.93
149550,51542.21,7693.53
149600,51560.71,7696.12
149650,51579.21,7698.72
149700,51597.71,7701.31
149750,51616.21,7703.91
149800,51634.71,7706.5
149850,51653.21,7709.1
149900,51671.71,7711.69
149950,51690.21,7714.29
150000,51708.71,7716.88
150050,51727.21,7719.48
150100,51745.71,7722.07
150150,51764.21,7724.67
150200,51782.71,7727.26
150250,51801.21,7729.86
150300,51819.71,7732.45
150350,51838.21,7735.05
150400,51856.71,7737.64
150450,51875.21,7740.24
150500,51893.71,7742.83
150550,51912.21,7745.43
150600,51930.71,7748.02
150650,51949.21,7750.62
150700,51967.71,7753.21
150750,51986.21,7755.81
150800,52004.71,7758.4
150850,52023.21,7761.0
150900,52041.71,7763.59
150950,52060.21,7766.19
151000,52078.71,7768.78
151050,52097.21,7771.38
151100,52115.71,7773.97
151150,52134.21,7776.57
151200,52152.71,7779.16
151250,52171.21,7781.76
151300,52189.71,7784.35
151350,52208.21,7786.95
151400,52226.71,7789.54
151450,52245.21,7792.14
151500,52263.71,7794.73
151550,52282.21,7797.33
151600,52300.71,7799.92
151650,52319.21,7802.52
151700,52337.71,7805.11
151750,52356.21,7807.71
151800,52374.71,7810.3
151850,52393.21,7812.9
151900,52411.71,7815.49
151950,52430.21,7818.09
152000,52448.71,7820.68
152050,52467.21,7823.28
152100,52485.71,7825.87
152150,52504.21,7828.47
152200,52522.71,7831.06
152250,52541.21,7833.66
152300,52559.71,7836.25
152350,52578.21,7838.85
152400,52596.71,7841.44
152450,52615.21,7844.04
152500,52633.71,7846.63
152550,52652.21,7849.23
152600,52670.71,7851.82
152650,52689.21,7854.42
152700,52707.71,7857.01
152750,52726.21,7859.61
152800,52744.71,7862.2
152850,52763.21,7864.8
152900,52781.71,7867.39
152950,52800.21,7869.99
153000,52818.71,7872.58
153050,52837.21,7875.18
153100,52855.71,7877.77
153150,52874.21,7880.37
153200,52892.71,7882.96
153250,52911.21,7885.56
153300,52929.71,7888.15
153350,52948.21,7890.75
153400,52966.71,7893.34
153450,52985.21,7895.94
153500,53003.71,7898.53
153550,53022.21,7901.13
153600,53040.71,7903.72
153650,53059.21,7906.32
153700,53077.71,7908.91
153750,53096.21,7911.51
153800,53114.71,7914.1
153850,53133.21,7916.7
153900,53151.71,7919.29
153950,53170.21,7921.89
154000,53188.71,7924.48
154050,53207.21,7927.08
154100,53225.71,7929.67
154150,53244.21,7932.27
154200,53262.71,7934.86
154250,53281.21,7937.46
154300,53299.71,7940.05
154350,53318.21,7942.65
154400,53336.71,7945.24
154450,53355.21,7947.84
154500,53373.71,7950.43
154550,53392.21,7953.03
154600,53410.71,7955.62
154650,53429.21,7958.22
154700,53447.71,7960.81
154750,53466.21,7963.41
154800,53484.71,7966.0
154850,53503.21,7968.6
154900,53521.71,7971.19
154950,53540.21,7973.79
155000,53558.71,7976.38
155050,53577.21,7978.98
155100,53595.71,7981.57
155150,53614.21,7984.17
155200,53632.71,7986.76
155250,53651.21,7989.36
155300,53669.71,7991.95
155350,53688.21,7994.55
155400,53706.71,7997.14
155450,53725.21,7999.74
155500,53743.71,8002.33
155550,53762.21,8004.93
155600,53780.71,8007.52
155650,53799.21,8010.12
155700,53817.71,8012.71
155750,53836.21,8015.31
155800,53854.71,8017.9
155850,53873.21,8020.5
155900,53891.71,8023.09
155950,53910.21,8025.69
156000,53928.71,8028.28
156050,53947.21,8030.88
156100,53965.71,8033.47
156150,53984.21,8036.07
156200,54002.71,8038.66
156250,54021.21,8041.26
156300,54039.71,8043.85
156350,54058.21,8046.45
156400,54076.71,8049.04
156450,54095.21,8051.64
156500,54113.71,8054.23
156550,54132.21,8056.83
156600,54150.71,8059.42
156650,54169.21,8062.02
156700,54187.71,8064.61
156750,54206.21,8067.21
156800,54224.71,8069.8
156850,54243.21,8072.4
156900,54261.71,8074.99
156950,54280.21,8077.59
157000,54298.71,8080.18
157050,54317.21,8082.78
157100,54335.71,8085.37
157150,54354.21,8087.97
157200,54372.71,8090.56
157250,54391.21,8093.16
157300,54409.71,8095.75
157350,54428.21,8098.35
157400,54446.71,8100.94
157450,54465.21,8103.54
157500,54483.71,8106.13
157550,54502.21,8108.73
157600,54520.71,8111.32
157650,54539.21,8113.92
157700,54557.71,8116.51
157750,54576.21,8119.11
157800,54594.71,8121.7
157850,54613.21,8124.3
157900,54631.71,8126.89
157950,54650.21,8129.49
158000,54668.71,8132.08
158050,54687.21,8134.68
158100,54705.71,8137.27
158150,54724.21,8139.87
158200,54742.71,8142.46
158250,54761.21,8145.06
158300,54779.71,8147.65
158350,54798.21,8150.25
158400,54816.71,8152.84
158450,54835.21,8155.44
158500,54853.71,8158.03
158550,54872.21,8160.63
158600,54890.71,8163.22
158650,54909.21,8165.82
158700,54927.71,8168.41
158750,54946.21,8171.01
158800,54964.71,8173.6
158850,54983.21,8176.2
158900,55001.71,8178.79
158950,55020.21,8181.39
159000,55038.71,8183.98
159050,55057.21,8186.58
159100,55075.71,8189.17
159150,55094.21,8191.77
159200,55112.71,8194.36
159250,55131.21,8196.96
159300,55149.71,8199.55
159350,55168.21,8202.15
159400,55186.71,8204.74
159450,55205.21,8207.34
159500,55223.71,8209.93
159550,55242.21,8212.53
159600,55260.71,8215.12
159650,55279.21,8217.72
159700,55297.71,8220.31
159750,55316.21,8222.91
159800,55334.71,8225.5
159850,55353.21,8228.1
159900,55371.71,8230.69
159950,55390.21,8233.29
160000,55408.71,8235.88
160050,55427.21,8238.48
160100,55445.71,8241.07
160150,55464.21,8243.67
160200,55482.71,8246.26
160250,55501.21,8248.86
160300,55519.71,8251.45
160350,55538.21,8254.05
160400,55556.71,8256.64
160450,55575.21,8259.24
160500,55593.71,8261.83
160550,55612.21,8264.43
160600,55630.71,8267.02
160650,55649.21,8269.62
160700,55667.71,8272.21
160750,55686.21,8274.81
160800,55704.71,8277.4
160850,55723.21,8280.0
160900,55741.71,8282.59
160950,55760.21,8285.19
161000,55778.71,8287.78
161050,55797.21,8290.38
161100,55815.71,8292.97
161150,55834.21,8295.57
161200,55852.71,8298.16
161250,55871.21,8300.76
161300,55889.71,8303.35
161350,55908.21,8305.95
161400,55926.71,8308.54
161450,55945.21,8311.14
161500,55963.71,8313.73
161550,55982.21,8316.33
161600,56000.71,8318.92
161650,56019.21,8321.52
161700,56037.71,8324.11
161750,56056.21,8326.71
161800,56074.71,8329.3
161850,56093.21,8331.9
161900,56111.71,8334.49
161950,56130.21,8337.09
162000,56148.71,8339.68
162050,56167.21,8342.28
162100,56185.71,8344.87
162150,56204.21,8347.47
162200,56222.71,8350.06
162250,56241.21,8352.66
162300,56259.71,8355.25
162350,56278.21,8357.85
162400,56296.71,8360.44
162450,56315.21,8363.04
162500,56333.71,8365.63
162550,56352.21,8368.23
162600,56370.71,8370.82
162650,56389.21,8373.42
162700,56407.71,8376.01
162750,56426.21,8378.61
162800,56444.71,8381.2
162850,56463.21,8383.8
162900,56481.71,8386.39
162950,56500.21,8388.99
163000,56518.71,8391.58
163050,56537.21,8394.18
163100,56555.71,8396.77
163150,56574.21,8399.37
163200,56592.71,8401.96
163250,56611.21,8404.56
163300,56629.71,8407.15
163350,56648.21,8409.75
163400,56666.71,8412.34
163450,56685.21,8414.94
163500,56703.71,8417.53
163550,56722.21,8420.13
163600,56740.71,8422.72
163650,56759.21,8425.32
163700,56777.71,8427.91
163750,56796.21,8430.51
163800,56814.71,8433.1
163850,56833.21,8435.7
163900,56851.71,8438.29
163950,56870.21,8440.89
164000,56888.71,8443.48
164050,56907.21,8446.08
164100,56925.71,8448.67
164150,56944.21,8451.27
164200,56962.71,8453.86
164250,56981.21,8456.46
164300,56999.71,8459.05
164350,57018.21,8461.65
164400,57036.71,8464.24
164450,57055.21,8466.84
164500,57073.71,8469.43
164550,57092.21,8472.03
164600,57110.71,8474.62
164650,57129.21,8477.22
164700,57147.71,8479.81
164750,57166.21,8482.41
164800,57184.71,8485.0
164850,57203.21,8487.6
164900,57221.71,8490.19
164950,57240.21,8492.79
165000,57258.71,8495.38
165050,57277.21,8497.98
165100,57295.71,8500.57
165150,57314.21,8503.17
165200,57332.71,8505.76
165250,57351.21,8508.36
165300,57369.71,8510.95
165350,57388.21,8513.55
165400,57406.71,8516.14
165450,57425.21,8518.74
165500,57443.71,8521.33
